t_source [s],Ne [-],TS [-],Core mdot [kg/s],Core Pt [Pa],Core Tti [K],Core Ttj [K],Core DT_t [K],LPT rho_e [kg/m3],LPT c_e [m/s],HPT rho_i [kg/m3],HPT c_i [m/s],Jet A [m2],Jet rho [kg/m3],Jet Tt [K],Jet V [m/s],Jet M [-],Jet delta [deg],Airframe LG [-],Airframe delta_f [deg],Fan mdot in [kg/s],Fan N [rpm],Fan delta T [K],Fan B [-],Fan V [-],Fan d [m],Fan M_d [-],Fan A [m2],Fan RSS [%],Fan IGV [-],Fan ID [-]
0.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
0.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
1.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
1.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
2.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
2.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
3.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
3.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
4.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
4.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
5.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
5.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
6.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
6.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
7.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
7.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
8.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
8.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
9.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
9.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
10.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
10.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
11.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
11.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
12.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
12.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
13.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
13.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
14.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
14.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
15.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
15.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
16.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
16.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
17.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
17.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
18.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
18.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
19.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
19.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
20.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
20.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
21.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
21.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
22.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
22.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
23.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
23.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
24.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
24.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
25.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
25.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
26.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
26.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
27.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
27.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
28.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
28.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
29.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
29.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
30.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
30.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
31.0,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
31.5,3.0,0.47496016085156045,21.89726553146804,1242714.1646812686,626.481136214096,1500.843589979516,1195.95055,0.0,0.0,0.0,0.0,0.6193200000000001,0.9230057206716876,425.3648125292807,295.3464137806064,1.0,0.0,1.0,20.0,169.64315254653843,6507.5159637124725,37.79859754598699,25.0,48.0,1.1948000000000003,1.68,0.7032,300.0,0.0,0.0
